Date,Open,High,Low,Close,Adj Close,OpenY,HighY,LowY,OpenYY,HighYY,LowYY
3/16/2021,"1,730.57","1,741.40","1,725.80","1,730.94","1,730.94","1,727.74","1,734.99","1,721.31","1,721.59","1,728.42","1,698.85"
3/15/2021,"1,727.74","1,734.99","1,721.31","1,731.84","1,731.84","1,721.59","1,728.42","1,698.85","1,726.55","1,739.99","1,719.38"
3/12/2021,"1,721.59","1,728.42","1,698.85","1,726.41","1,726.41","1,726.55","1,739.99","1,719.38","1,715.94","1,726.76","1,707.99"
3/11/2021,"1,726.55","1,739.99","1,719.38","1,721.41","1,721.41","1,715.94","1,726.76","1,707.99","1,682.55","1,720.83","1,679.80"
3/10/2021,"1,715.94","1,726.76","1,707.99","1,726.05","1,726.05","1,682.55","1,720.83","1,679.80","1,702.80","1,714.45","1,676.70"
3/9/2021,"1,682.55","1,720.83","1,679.80","1,715.36","1,715.36","1,702.80","1,714.45","1,676.70","1,698.59","1,707.76","1,687.12"
3/8/2021,"1,702.80","1,714.45","1,676.70","1,681.24","1,681.24","1,698.59","1,707.76","1,687.12","1,711.84","1,723.34","1,690.64"
3/5/2021,"1,698.59","1,707.76","1,687.12","1,700.86","1,700.86","1,711.84","1,723.34","1,690.64","1,738.59","1,740.85","1,701.94"
3/4/2021,"1,711.84","1,723.34","1,690.64","1,697.19","1,697.19","1,738.59","1,740.85","1,701.94","1,724.10","1,738.89","1,707.18"
3/3/2021,"1,738.59","1,740.85","1,701.94","1,710.95","1,710.95","1,724.10","1,738.89","1,707.18","1,733.40","1,760.02","1,719.52"
3/2/2021,"1,724.10","1,738.89","1,707.18","1,738.09","1,738.09","1,733.40","1,760.02","1,719.52","1,770.49","1,776.10","1,717.26"
3/1/2021,"1,733.40","1,760.02","1,719.52","1,723.84","1,723.84","1,770.49","1,776.10","1,717.26","1,804.80","1,806.06","1,765.44"
2/26/2021,"1,770.49","1,776.10","1,717.26","1,733.49","1,733.49","1,804.80","1,806.06","1,765.44","1,805.34","1,813.99","1,783.30"
2/25/2021,"1,804.80","1,806.06","1,765.44","1,769.88","1,769.88","1,805.34","1,813.99","1,783.30","1,809.09","1,816.27","1,795.78"
2/24/2021,"1,805.34","1,813.99","1,783.30","1,804.36","1,804.36","1,809.09","1,816.27","1,795.78","1,782.24","1,812.76","1,780.46"
2/23/2021,"1,809.09","1,816.27","1,795.78","1,805.06","1,805.06","1,782.24","1,812.76","1,780.46","1,776.19","1,791.70","1,760.13"
2/22/2021,"1,782.24","1,812.76","1,780.46","1,808.66","1,808.66","1,776.19","1,791.70","1,760.13","1,776.69","1,789.88","1,767.98"
2/19/2021,"1,776.19","1,791.70","1,760.13","1,782.31","1,782.31","1,776.69","1,789.88","1,767.98","1,794.65","1,795.45","1,769.27"
2/18/2021,"1,776.69","1,789.88","1,767.98","1,775.49","1,775.49","1,794.65","1,795.45","1,769.27","1,819.34","1,826.75","1,789.19"
2/17/2021,"1,794.65","1,795.45","1,769.27","1,776.26","1,776.26","1,819.34","1,826.75","1,789.19","1,825.34","1,827.59","1,815.71"
2/16/2021,"1,819.34","1,826.75","1,789.19","1,794.31","1,794.31","1,825.34","1,827.59","1,815.71","1,825.90","1,830.80","1,810.33"
2/15/2021,"1,825.34","1,827.59","1,815.71","1,818.51","1,818.51","1,825.90","1,830.80","1,810.33","1,842.65","1,847.95","1,820.63"
2/12/2021,"1,825.90","1,830.80","1,810.33","1,823.46","1,823.46","1,842.65","1,847.95","1,820.63","1,837.55","1,855.70","1,833.91"
2/11/2021,"1,842.65","1,847.95","1,820.63","1,825.36","1,825.36","1,837.55","1,855.70","1,833.91","1,830.59","1,849.15","1,828.63"
2/10/2021,"1,837.55","1,855.70","1,833.91","1,842.22","1,842.22","1,830.59","1,849.15","1,828.63","1,815.44","1,839.15","1,807.48"
2/9/2021,"1,830.59","1,849.15","1,828.63","1,837.06","1,837.06","1,815.44","1,839.15","1,807.48","1,792.49","1,815.32","1,791.80"
2/8/2021,"1,815.44","1,839.15","1,807.48","1,830.16","1,830.16","1,792.49","1,815.32","1,791.80","1,834.34","1,835.13","1,785.15"
2/5/2021,"1,792.49","1,815.32","1,791.80","1,811.62","1,811.62","1,834.34","1,835.13","1,785.15","1,837.49","1,845.29","1,829.49"
2/4/2021,"1,834.34","1,835.13","1,785.15","1,792.26","1,792.26","1,837.49","1,845.29","1,829.49","1,860.84","1,864.26","1,829.46"
2/3/2021,"1,837.49","1,845.29","1,829.49","1,833.76","1,833.76","1,860.84","1,864.26","1,829.46","1,863.05","1,871.84","1,849.04"
2/2/2021,"1,860.84","1,864.26","1,829.46","1,837.35","1,837.35","1,863.05","1,871.84","1,849.04","1,840.90","1,876.03","1,839.56"
2/1/2021,"1,863.05","1,871.84","1,849.04","1,860.16","1,860.16","1,840.90","1,876.03","1,839.56","1,844.34","1,864.26","1,833.81"
1/29/2021,"1,840.90","1,876.03","1,839.56","1,846.09","1,846.09","1,844.34","1,864.26","1,833.81","1,850.65","1,853.58","1,831.29"
1/28/2021,"1,844.34","1,864.26","1,833.81","1,840.36","1,840.36","1,850.65","1,853.58","1,831.29","1,855.55","1,861.86","1,848.36"
1/27/2021,"1,850.65","1,853.58","1,831.29","1,843.99","1,843.99","1,855.55","1,861.86","1,848.36","1,855.75","1,868.45","1,847.30"
1/26/2021,"1,855.55","1,861.86","1,848.36","1,850.31","1,850.31","1,855.75","1,868.45","1,847.30","1,870.09","1,871.17","1,837.09"
1/25/2021,"1,855.75","1,868.45","1,847.30","1,854.99","1,854.99","1,870.09","1,871.17","1,837.09","1,871.07","1,875.45","1,858.16"
1/22/2021,"1,870.09","1,871.17","1,837.09","1,852.55","1,852.55","1,871.07","1,875.45","1,858.16","1,840.05","1,872.03","1,832.46"
1/21/2021,"1,871.07","1,875.45","1,858.16","1,869.91","1,869.91","1,840.05","1,872.03","1,832.46","1,838.09","1,845.98","1,833.06"
1/20/2021,"1,840.05","1,872.03","1,832.46","1,870.91","1,870.91","1,838.09","1,845.98","1,833.06","1,828.94","1,840.95","1,810.46"
1/19/2021,"1,838.09","1,845.98","1,833.06","1,839.34","1,839.34","1,828.94","1,840.95","1,810.46","1,846.80","1,856.85","1,823.21"
1/18/2021,"1,828.94","1,840.95","1,810.46","1,836.89","1,836.89","1,846.80","1,856.85","1,823.21","1,843.94","1,857.59","1,833.21"
1/15/2021,"1,846.80","1,856.85","1,823.21","1,826.59","1,826.59","1,843.94","1,857.59","1,833.21","1,856.19","1,863.26","1,843.34"
1/14/2021,"1,843.94","1,857.59","1,833.21","1,846.37","1,846.37","1,856.19","1,863.26","1,843.34","1,845.34","1,864.08","1,837.41"
1/13/2021,"1,856.19","1,863.26","1,843.34","1,843.41","1,843.41","1,845.34","1,864.08","1,837.41","1,849.34","1,857.05","1,817.14"
1/12/2021,"1,845.34","1,864.08","1,837.41","1,855.63","1,855.63","1,849.34","1,857.05","1,817.14","1,912.90","1,917.85","1,828.74"
1/11/2021,"1,849.34","1,857.05","1,817.14","1,844.66","1,844.66","1,912.90","1,917.85","1,828.74","1,919.40","1,927.97","1,906.86"
1/8/2021,"1,912.90","1,917.85","1,828.74","1,848.26","1,848.26","1,919.40","1,927.97","1,906.86","1,950.30","1,959.60","1,901.11"
1/7/2021,"1,919.40","1,927.97","1,906.86","1,912.50","1,912.50","1,950.30","1,959.60","1,901.11","1,942.65","1,953.17","1,934.08"
1/6/2021,"1,950.30","1,959.60","1,901.11","1,918.81","1,918.81","1,942.65","1,953.17","1,934.08","1,906.05","1,944.65","1,905.36"
1/5/2021,"1,942.65","1,953.17","1,934.08","1,949.35","1,949.35","1,906.05","1,944.65","1,905.36","1,897.69","1,899.12","1,897.39"
1/4/2021,"1,906.05","1,944.65","1,905.36","1,942.28","1,942.28","1,897.69","1,899.12","1,897.39","1,893.55","1,901.26","1,884.77"
1/1/2021,"1,897.69","1,899.12","1,897.39","1,898.10","1,898.10","1,893.55","1,901.26","1,884.77","1,878.34","1,894.06","1,875.66"
12/31/2020,"1,893.55","1,901.26","1,884.77","1,896.49","1,896.49","1,878.34","1,894.06","1,875.66","1,872.24","1,886.91","1,870.99"
12/30/2020,"1,878.34","1,894.06","1,875.66","1,893.37","1,893.37","1,872.24","1,886.91","1,870.99","1,885.93","1,900.53","1,869.21"
12/29/2020,"1,872.24","1,886.91","1,870.99","1,877.99","1,877.99","1,885.93","1,900.53","1,869.21","1,877.07","1,877.07","1,877.07"
12/28/2020,"1,885.93","1,900.53","1,869.21","1,871.19","1,871.19","1,877.07","1,877.07","1,877.07","1,872.74","1,882.55","1,869.52"
12/25/2020,"1,877.07","1,877.07","1,877.07","1,875.82","1,875.82","1,872.74","1,882.55","1,869.52","1,859.99","1,878.59","1,858.59"
12/24/2020,"1,872.74","1,882.55","1,869.52","1,876.56","1,876.56","1,859.99","1,878.59","1,858.59","1,876.65","1,884.61","1,858.73"
12/23/2020,"1,859.99","1,878.59","1,858.59","1,872.08","1,872.08","1,876.65","1,884.61","1,858.73","1,883.20","1,906.93","1,856.69"
12/22/2020,"1,876.65","1,884.61","1,858.73","1,859.56","1,859.56","1,883.20","1,906.93","1,856.69","1,885.80","1,889.88","1,876.97"
12/21/2020,"1,883.20","1,906.93","1,856.69","1,876.21","1,876.21","1,885.80","1,889.88","1,876.97","1,864.26","1,896.26","1,861.83"
12/18/2020,"1,885.80","1,889.88","1,876.97","1,880.66","1,880.66","1,864.26","1,896.26","1,861.83","1,853.94","1,866.20","1,844.75"
12/17/2020,"1,864.26","1,896.26","1,861.83","1,885.87","1,885.87","1,853.94","1,866.20","1,844.75","1,827.80","1,855.76","1,825.29"
12/16/2020,"1,853.94","1,866.20","1,844.75","1,864.15","1,864.15","1,827.80","1,855.76","1,825.29","1,839.30","1,839.86","1,819.92"
12/15/2020,"1,827.80","1,855.76","1,825.29","1,853.46","1,853.46","1,839.30","1,839.86","1,819.92","1,835.55","1,847.89","1,824.23"
12/14/2020,"1,839.30","1,839.86","1,819.92","1,827.17","1,827.17","1,835.55","1,847.89","1,824.23","1,839.59","1,850.40","1,828.48"
12/11/2020,"1,835.55","1,847.89","1,824.23","1,839.03","1,839.03","1,839.59","1,850.40","1,828.48","1,871.19","1,871.37","1,825.71"
12/10/2020,"1,839.59","1,850.40","1,828.48","1,835.31","1,835.31","1,871.19","1,871.37","1,825.71","1,863.55","1,875.79","1,859.83"
12/9/2020,"1,871.19","1,871.37","1,825.71","1,839.11","1,839.11","1,863.55","1,875.79","1,859.83","1,837.99","1,868.76","1,822.99"
12/8/2020,"1,863.55","1,875.79","1,859.83","1,871.36","1,871.36","1,837.99","1,868.76","1,822.99","1,841.05","1,848.26","1,829.30"
12/7/2020,"1,837.99","1,868.76","1,822.99","1,863.69","1,863.69","1,841.05","1,848.26","1,829.30","1,831.34","1,844.45","1,823.60"
12/4/2020,"1,841.05","1,848.26","1,829.30","1,837.61","1,837.61","1,831.34","1,844.45","1,823.60","1,815.19","1,832.65","1,806.99"
12/3/2020,"1,831.34","1,844.45","1,823.60","1,840.36","1,840.36","1,815.19","1,832.65","1,806.99","1,777.40","1,817.55","1,775.52"
12/2/2020,"1,815.19","1,832.65","1,806.99","1,831.01","1,831.01","1,777.40","1,817.55","1,775.52","1,789.05","1,789.99","1,764.69"
12/1/2020,"1,777.40","1,817.55","1,775.52","1,814.87","1,814.87","1,789.05","1,789.99","1,764.69","1,811.09","1,813.81","1,773.93"
11/30/2020,"1,789.05","1,789.99","1,764.69","1,777.02","1,777.02","1,811.09","1,813.81","1,773.93","1,805.74","1,818.78","1,805.31"
11/27/2020,"1,811.09","1,813.81","1,773.93","1,788.13","1,788.13","1,805.74","1,818.78","1,805.31","1,807.69","1,817.98","1,801.33"
11/26/2020,"1,805.74","1,818.78","1,805.31","1,810.57","1,810.57","1,807.69","1,817.98","1,801.33","1,836.65","1,839.26","1,800.69"
11/25/2020,"1,807.69","1,817.98","1,801.33","1,805.30","1,805.30","1,836.65","1,839.26","1,800.69","1,869.84","1,876.72","1,830.85"
11/24/2020,"1,836.65","1,839.26","1,800.69","1,807.51","1,807.51","1,869.84","1,876.72","1,830.85","1,867.59","1,879.98","1,860.66"
11/23/2020,"1,869.84","1,876.72","1,830.85","1,835.85","1,835.85","1,867.59","1,879.98","1,860.66","1,871.44","1,874.34","1,852.48"
11/20/2020,"1,867.59","1,879.98","1,860.66","1,870.49","1,870.49","1,871.44","1,874.34","1,852.48","1,878.60","1,884.92","1,863.94"
11/19/2020,"1,871.44","1,874.34","1,852.48","1,867.37","1,867.37","1,878.60","1,884.92","1,863.94","1,889.15","1,893.90","1,877.69"
11/18/2020,"1,878.60","1,884.92","1,863.94","1,871.41","1,871.41","1,889.15","1,893.90","1,877.69","1,888.74","1,899.35","1,864.74"
11/17/2020,"1,889.15","1,893.90","1,877.69","1,878.60","1,878.60","1,888.74","1,899.35","1,864.74","1,876.44","1,897.16","1,873.76"
11/16/2020,"1,888.74","1,899.35","1,864.74","1,888.52","1,888.52","1,876.44","1,897.16","1,873.76","1,865.30","1,883.88","1,862.46"
11/13/2020,"1,876.44","1,897.16","1,873.76","1,888.04","1,888.04","1,865.30","1,883.88","1,862.46","1,877.34","1,884.93","1,856.05"
11/12/2020,"1,865.30","1,883.88","1,862.46","1,875.76","1,875.76","1,877.34","1,884.93","1,856.05","1,862.15","1,890.60","1,860.30"
11/11/2020,"1,877.34","1,884.93","1,856.05","1,864.71","1,864.71","1,862.15","1,890.60","1,860.30","1,954.65","1,965.92","1,850.36"
11/10/2020,"1,862.15","1,890.60","1,860.30","1,876.50","1,876.50","1,954.65","1,965.92","1,850.36","1,949.24","1,960.77","1,935.40"
11/9/2020,"1,954.65","1,965.92","1,850.36","1,861.86","1,861.86","1,949.24","1,960.77","1,935.40","1,903.65","1,952.95","1,902.43"
11/6/2020,"1,949.24","1,960.77","1,935.40","1,951.51","1,951.51","1,903.65","1,952.95","1,902.43","1,908.59","1,916.68","1,883.15"
11/5/2020,"1,903.65","1,952.95","1,902.43","1,948.56","1,948.56","1,908.59","1,916.68","1,883.15","1,895.80","1,910.71","1,886.81"
11/4/2020,"1,908.59","1,916.68","1,883.15","1,903.21","1,903.21","1,895.80","1,910.71","1,886.81","1,878.59","1,896.12","1,873.21"
11/3/2020,"1,895.80","1,910.71","1,886.81","1,908.36","1,908.36","1,878.59","1,896.12","1,873.21","1,868.24","1,889.85","1,864.64"
11/2/2020,"1,878.59","1,896.12","1,873.21","1,895.10","1,895.10","1,868.24","1,889.85","1,864.64","1,876.94","1,885.42","1,859.67"
10/30/2020,"1,868.24","1,889.85","1,864.64","1,877.95","1,877.95","1,876.94","1,885.42","1,859.67","1,908.05","1,911.03","1,869.59"
10/29/2020,"1,876.94","1,885.42","1,859.67","1,867.13","1,867.13","1,908.05","1,911.03","1,869.59","1,902.19","1,911.34","1,897.47"
10/28/2020,"1,908.05","1,911.03","1,869.59","1,877.06","1,877.06","1,902.19","1,911.34","1,897.47","1,902.34","1,908.55","1,890.90"
10/27/2020,"1,902.19","1,911.34","1,897.47","1,906.83","1,906.83","1,902.34","1,908.55","1,890.90","1,904.24","1,914.30","1,894.54"
10/26/2020,"1,902.34","1,908.55","1,890.90","1,901.69","1,901.69","1,904.24","1,914.30","1,894.54","1,924.34","1,926.00","1,894.80"
10/23/2020,"1,904.24","1,914.30","1,894.54","1,900.79","1,900.79","1,924.34","1,926.00","1,894.80","1,908.65","1,931.41","1,907.94"
10/22/2020,"1,924.34","1,926.00","1,894.80","1,904.04","1,904.04","1,908.65","1,931.41","1,907.94","1,904.24","1,914.20","1,894.74"
10/21/2020,"1,908.65","1,931.41","1,907.94","1,924.49","1,924.49","1,904.24","1,914.20","1,894.74","1,899.94","1,918.59","1,897.09"
10/20/2020,"1,904.24","1,914.20","1,894.74","1,906.39","1,906.39","1,899.94","1,918.59","1,897.09","1,907.95","1,914.06","1,897.59"
10/19/2020,"1,899.94","1,918.59","1,897.09","1,904.27","1,904.27","1,907.95","1,914.06","1,897.59","1,900.31","1,909.22","1,889.46"
10/16/2020,"1,907.95","1,914.06","1,897.59","1,898.97","1,898.97","1,900.31","1,909.22","1,889.46","1,891.90","1,913.03","1,882.44"
10/15/2020,"1,900.31","1,909.22","1,889.46","1,907.82","1,907.82","1,891.90","1,913.03","1,882.44","1,922.42","1,925.73","1,886.59"
10/14/2020,"1,891.90","1,913.03","1,882.44","1,900.89","1,900.89","1,922.42","1,925.73","1,886.59","1,930.50","1,933.45","1,918.19"
10/13/2020,"1,922.42","1,925.73","1,886.59","1,890.82","1,890.82","1,930.50","1,933.45","1,918.19","1,894.19","1,930.83","1,893.32"
10/12/2020,"1,930.50","1,933.45","1,918.19","1,921.95","1,921.95","1,894.19","1,930.83","1,893.32","1,887.40","1,900.73","1,881.86"
10/9/2020,"1,894.19","1,930.83","1,893.32","1,929.43","1,929.43","1,887.40","1,900.73","1,881.86","1,878.84","1,898.31","1,873.05"
10/8/2020,"1,887.40","1,900.73","1,881.86","1,893.09","1,893.09","1,878.84","1,898.31","1,873.05","1,913.28","1,921.10","1,874.57"
10/7/2020,"1,878.84","1,898.31","1,873.05","1,887.22","1,887.22","1,913.28","1,921.10","1,874.57","1,902.24","1,918.74","1,886.81"
10/6/2020,"1,913.28","1,921.10","1,874.57","1,877.13","1,877.13","1,902.24","1,918.74","1,886.81","1,905.65","1,917.28","1,889.57"
10/5/2020,"1,902.24","1,918.74","1,886.81","1,912.90","1,912.90","1,905.65","1,917.28","1,889.57","1,885.80","1,912.09","1,884.48"
10/2/2020,"1,905.65","1,917.28","1,889.57","1,898.70","1,898.70","1,885.80","1,912.09","1,884.48","1,897.81","1,902.39","1,881.31"
10/1/2020,"1,885.80","1,912.09","1,884.48","1,905.05","1,905.05","1,897.81","1,902.39","1,881.31","1,881.40","1,899.24","1,875.56"
9/30/2020,"1,897.81","1,902.39","1,881.31","1,885.44","1,885.44","1,881.40","1,899.24","1,875.56","1,859.00","1,883.39","1,849.19"
9/29/2020,"1,881.40","1,899.24","1,875.56","1,897.69","1,897.69","1,859.00","1,883.39","1,849.19","1,868.61","1,875.28","1,852.59"
9/28/2020,"1,859.00","1,883.39","1,849.19","1,880.85","1,880.85","1,868.61","1,875.28","1,852.59","1,863.42","1,877.30","1,848.45"
9/25/2020,"1,868.61","1,875.28","1,852.59","1,860.05","1,860.05","1,863.42","1,877.30","1,848.45","1,900.20","1,905.56","1,855.77"
9/24/2020,"1,863.42","1,877.30","1,848.45","1,868.04","1,868.04","1,900.20","1,905.56","1,855.77","1,912.80","1,919.99","1,894.93"
9/23/2020,"1,900.20","1,905.56","1,855.77","1,863.55","1,863.55","1,912.80","1,919.99","1,894.93","1,949.55","1,955.75","1,883.21"
9/22/2020,"1,912.80","1,919.99","1,894.93","1,899.28","1,899.28","1,949.55","1,955.75","1,883.21","1,943.87","1,960.20","1,941.79"
9/21/2020,"1,949.55","1,955.75","1,883.21","1,912.57","1,912.57","1,943.87","1,960.20","1,941.79","1,959.99","1,963.48","1,932.99"
9/18/2020,"1,943.87","1,960.20","1,941.79","1,949.69","1,949.69","1,959.99","1,963.48","1,932.99","1,956.19","1,973.63","1,949.89"
9/17/2020,"1,959.99","1,963.48","1,932.99","1,942.60","1,942.60","1,956.19","1,973.63","1,949.89","1,957.31","1,972.35","1,948.64"
9/16/2020,"1,956.19","1,973.63","1,949.89","1,959.32","1,959.32","1,957.31","1,972.35","1,948.64","1,941.05","1,962.52","1,937.46"
9/15/2020,"1,957.31","1,972.35","1,948.64","1,955.52","1,955.52","1,941.05","1,962.52","1,937.46","1,955.20","1,957.95","1,937.42"
9/14/2020,"1,941.05","1,962.52","1,937.46","1,956.37","1,956.37","1,955.20","1,957.95","1,937.42","1,946.06","1,966.50","1,941.42"
9/11/2020,"1,955.20","1,957.95","1,937.42","1,941.50","1,941.50","1,946.06","1,966.50","1,941.42","1,932.26","1,950.95","1,920.20"
9/10/2020,"1,946.06","1,966.50","1,941.42","1,954.07","1,954.07","1,932.26","1,950.95","1,920.20","1,929.14","1,940.80","1,906.57"
9/9/2020,"1,932.26","1,950.95","1,920.20","1,946.66","1,946.66","1,929.14","1,940.80","1,906.57","1,930.35","1,941.45","1,924.43"
9/8/2020,"1,929.14","1,940.80","1,906.57","1,931.26","1,931.26","1,930.35","1,941.45","1,924.43","1,931.51","1,942.25","1,916.64"
9/7/2020,"1,930.35","1,941.45","1,924.43","1,929.18","1,929.18","1,931.51","1,942.25","1,916.64","1,943.00","1,951.15","1,921.95"
9/4/2020,"1,931.51","1,942.25","1,916.64","1,932.85","1,932.85","1,943.00","1,951.15","1,921.95","1,969.71","1,974.41","1,932.75"
9/3/2020,"1,943.00","1,951.15","1,921.95","1,930.85","1,930.85","1,969.71","1,974.41","1,932.75","1,967.58","1,992.26","1,963.22"
9/2/2020,"1,969.71","1,974.41","1,932.75","1,942.98","1,942.98","1,967.58","1,992.26","1,963.22","1,965.39","1,976.53","1,954.55"
9/1/2020,"1,967.58","1,992.26","1,963.22","1,970.49","1,970.49","1,965.39","1,976.53","1,954.55","1,929.44","1,973.81","1,923.71"
8/31/2020,"1,965.39","1,976.53","1,954.55","1,970.15","1,970.15","1,929.44","1,973.81","1,923.71","1,953.35","1,976.32","1,909.96"
8/28/2020,"1,929.44","1,973.81","1,923.71","1,964.89","1,964.89","1,953.35","1,976.32","1,909.96","1,928.66","1,955.15","1,902.81"
8/27/2020,"1,953.35","1,976.32","1,909.96","1,929.20","1,929.20","1,928.66","1,955.15","1,902.81","1,932.66","1,937.55","1,914.31"
8/26/2020,"1,928.66","1,955.15","1,902.81","1,954.03","1,954.03","1,932.66","1,937.55","1,914.31","1,938.63","1,962.04","1,924.28"
8/25/2020,"1,932.66","1,937.55","1,914.31","1,928.19","1,928.19","1,938.63","1,962.04","1,924.28","1,946.96","1,956.37","1,911.76"
8/24/2020,"1,938.63","1,962.04","1,924.28","1,933.09","1,933.09","1,946.96","1,956.37","1,911.76","1,929.28","1,955.99","1,925.47"
8/21/2020,"1,946.96","1,956.37","1,911.76","1,940.16","1,940.16","1,929.28","1,955.99","1,925.47","2,001.22","2,006.51","1,924.63"
8/20/2020,"1,929.28","1,955.99","1,925.47","1,943.60","1,943.60","2,001.22","2,006.51","1,924.63","1,985.47","2,015.23","1,977.56"
8/19/2020,"2,001.22","2,006.51","1,924.63","1,929.82","1,929.82","1,985.47","2,015.23","1,977.56","1,946.22","1,990.91","1,929.74"
8/18/2020,"1,985.47","2,015.23","1,977.56","2,001.20","2,001.20","1,946.22","1,990.91","1,929.74","1,953.98","1,962.62","1,932.46"
8/17/2020,"1,946.22","1,990.91","1,929.74","1,986.20","1,986.20","1,953.98","1,962.62","1,932.46","1,920.87","1,966.83","1,913.42"
8/14/2020,"1,953.98","1,962.62","1,932.46","1,944.29","1,944.29","1,920.87","1,966.83","1,913.42","1,911.26","1,949.26","1,863.92"
8/13/2020,"1,920.87","1,966.83","1,913.42","1,954.00","1,954.00","1,911.26","1,949.26","1,863.92","2,027.11","2,031.59","1,901.57"
8/12/2020,"1,911.26","1,949.26","1,863.92","1,918.07","1,918.07","2,027.11","2,031.59","1,901.57","2,033.71","2,050.10","2,019.42"
8/11/2020,"2,027.11","2,031.59","1,901.57","1,911.64","1,911.64","2,033.71","2,050.10","2,019.42","2,064.52","2,072.90","2,015.48"
8/10/2020,"2,033.71","2,050.10","2,019.42","2,027.77","2,027.77","2,064.52","2,072.90","2,015.48","2,040.03","2,069.84","2,034.83"
8/7/2020,"2,064.52","2,072.90","2,015.48","2,035.03","2,035.03","2,040.03","2,069.84","2,034.83","2,018.98","2,056.10","2,010.33"
8/6/2020,"2,040.03","2,069.84","2,034.83","2,063.81","2,063.81","2,018.98","2,056.10","2,010.33","1,976.45","2,019.96","1,968.38"
8/5/2020,"2,018.98","2,056.10","2,010.33","2,040.40","2,040.40","1,976.45","2,019.96","1,968.38","1,980.43","1,985.22","1,960.15"
8/4/2020,"1,976.45","2,019.96","1,968.38","2,018.52","2,018.52","1,980.43","1,985.22","1,960.15","1,960.96","1,981.11","1,955.99"
8/3/2020,"1,980.43","1,985.22","1,960.15","1,977.25","1,977.25","1,960.96","1,981.11","1,955.99","1,970.89","1,972.25","1,940.17"
7/31/2020,"1,960.96","1,981.11","1,955.99","1,975.89","1,975.89","1,970.89","1,972.25","1,940.17","1,959.71","1,980.67","1,944.96"
7/30/2020,"1,970.89","1,972.25","1,940.17","1,960.50","1,960.50","1,959.71","1,980.67","1,944.96","1,942.22","1,981.14","1,907.69"
7/29/2020,"1,959.71","1,980.67","1,944.96","1,970.73","1,970.73","1,942.22","1,981.14","1,907.69","1,899.29","1,945.71","1,899.29"
7/28/2020,"1,942.22","1,981.14","1,907.69","1,959.50","1,959.50","1,899.29","1,945.71","1,899.29","1,886.83","1,906.47","1,881.58"
7/27/2020,"1,899.29","1,945.71","1,899.29","1,942.42","1,942.42","1,886.83","1,906.47","1,881.58","1,871.97","1,898.49","1,862.38"
7/24/2020,"1,886.83","1,906.47","1,881.58","1,901.46","1,901.46","1,871.97","1,898.49","1,862.38","1,841.89","1,872.41","1,840.25"
7/23/2020,"1,871.97","1,898.49","1,862.38","1,887.44","1,887.44","1,841.89","1,872.41","1,840.25","1,815.53","1,843.75","1,815.44"
7/22/2020,"1,841.89","1,872.41","1,840.25","1,872.07","1,872.07","1,815.53","1,843.75","1,815.44","1,809.28","1,820.76","1,805.70"
7/21/2020,"1,815.53","1,843.75","1,815.44","1,842.22","1,842.22","1,809.28","1,820.76","1,805.70","1,797.30","1,812.59","1,795.11"
7/20/2020,"1,809.28","1,820.76","1,805.70","1,816.09","1,816.09","1,797.30","1,812.59","1,795.11","1,811.72","1,813.41","1,795.10"
7/17/2020,"1,797.30","1,812.59","1,795.11","1,809.90","1,809.90","1,811.72","1,813.41","1,795.10","1,808.14","1,815.00","1,802.91"
7/16/2020,"1,811.72","1,813.41","1,795.10","1,797.05","1,797.05","1,808.14","1,815.00","1,802.91","1,802.77","1,810.94","1,791.02"
7/15/2020,"1,808.14","1,815.00","1,802.91","1,811.90","1,811.90","1,802.77","1,810.94","1,791.02","1,798.69","1,813.65","1,797.94"
7/14/2020,"1,802.77","1,810.94","1,791.02","1,807.78","1,807.78","1,798.69","1,813.65","1,797.94","1,801.71","1,810.94","1,794.47"
7/13/2020,"1,798.69","1,813.65","1,797.94","1,803.39","1,803.39","1,801.71","1,810.94","1,794.47","1,810.68","1,815.99","1,795.76"
7/10/2020,"1,801.71","1,810.94","1,794.47","1,798.89","1,798.89","1,810.68","1,815.99","1,795.76","1,794.93","1,818.37","1,791.82"
7/9/2020,"1,810.68","1,815.99","1,795.76","1,803.19","1,803.19","1,794.93","1,818.37","1,791.82","1,784.57","1,797.93","1,774.37"
7/8/2020,"1,794.93","1,818.37","1,791.82","1,810.78","1,810.78","1,784.57","1,797.93","1,774.37","1,776.24","1,786.98","1,770.09"
7/7/2020,"1,784.57","1,797.93","1,774.37","1,795.26","1,795.26","1,776.24","1,786.98","1,770.09","1,774.03","1,777.01","1,772.03"
7/6/2020,"1,776.24","1,786.98","1,770.09","1,783.90","1,783.90","1,774.03","1,777.01","1,772.03","1,769.60","1,780.21","1,757.85"
7/3/2020,"1,774.03","1,777.01","1,772.03","1,775.05","1,775.05","1,769.60","1,780.21","1,757.85","1,780.91","1,789.27","1,759.02"
7/2/2020,"1,769.60","1,780.21","1,757.85","1,776.13","1,776.13","1,780.91","1,789.27","1,759.02","1,771.77","1,786.46","1,765.77"
7/1/2020,"1,780.91","1,789.27","1,759.02","1,770.32","1,770.32","1,771.77","1,786.46","1,765.77","1,773.27","1,775.86","1,766.07"
6/30/2020,"1,771.77","1,786.46","1,765.77","1,781.66","1,781.66","1,773.27","1,775.86","1,766.07","1,762.35","1,772.36","1,748.04"
